1024	2048	1	100	128	0.00000
1024	2048	1	204	82	0.00000
1024	2048	1	266	176	4.53966
1024	2048	1	204	274	1.78091
1024	2048	1	214	380	0.62716
1024	2048	1	326	442	4.54310
1024	2560	1	300	18	1.13670
1024	2048	1	404	166	2.86362
1536	2048	1	252	298	5.12671
1536	2048	1	222	154	0.18623
1536	2048	1	304	86	5.84081
1536	2048	1	38	152	0.00000
1024	2048	1	478	298	2.20901
1024	2048	1	432	504	0.57790
1536	2560	1	16	20	5.79296
1536	2048	1	112	494	3.00333
1536	2048	1	182	382	2.62850
1536	2048	1	256	386	3.39023
1536	2048	1	390	358	0.36870
1536	2048	1	422	244	2.25910
1536	2048	1	338	162	3.68925
1024	2048	1	362	34	0.00000
1024	2560	1	112	94	4.35338
1536	2048	1	374	506	1.28343
1536	2560	1	222	8	0.93890
1536	2048	1	496	58	3.08660
1536	2048	1	8	38	0.00000
1536	2048	1	126	22	4.68055
1024	2560	1	136	168	1.08084
1024	2560	1	178	224	4.24373
1024	2560	2	344	448	0.00000
1024	2560	2	456	70	0.00000
1024	2560	1	358	186	1.88070
1024	2560	1	164	372	2.42821
1024	2560	1	106	378	5.10741
1024	2560	1	130	488	5.80871
1024	2560	1	270	374	2.74680
1024	2560	1	384	364	1.39530
1024	2560	1	496	428	0.94677
1536	2560	1	52	480	0.96851
1024	2560	1	372	476	4.13832
1536	2560	1	40	142	1.10197
1536	2560	1	172	134	1.40896
1536	2560	1	100	248	0.75449
1536	2560	1	316	266	5.65472
1536	2560	1	386	124	3.09781
1536	2560	1	508	46	2.95213
1536	2048	1	504	398	0.00000
1536	2560	1	464	164	3.05469
1536	2560	1	436	306	2.34798
1536	2560	1	188	264	0.57861
1536	2560	1	278	404	0.78540
1536	2560	1	136	376	6.09140
1536	2560	1	376	372	0.60618
1536	2560	1	402	456	4.17197
1536	2560	1	354	494	4.93476
1536	2560	1	160	512	5.05541
1024	2560	2	190	296	0.00000
1536	3584	2	406	118	0.00000
1536	3584	2	372	56	0.00000
1536	3584	2	464	112	0.00000
1024	3072	2	500	298	0.00000
1024	3072	2	468	40	0.00000
1024	3072	1	290	168	5.26523
1024	3072	1	240	310	0.90975
1024	3072	1	102	170	3.11330
1024	3072	1	66	348	4.21048
1024	3072	1	26	204	3.03765
1024	3072	1	192	84	0.97810
1024	3072	1	122	4	5.74277
1024	3072	1	298	52	0.00000
1024	3072	1	362	12	3.41781
1024	3072	1	388	78	5.31468
1024	3072	1	168	234	0.54042
1536	3072	1	56	122	0.36870
1536	3072	1	60	276	2.17897
1536	3072	1	240	480	0.00000
1536	3072	1	244	92	0.39228
1536	3072	1	18	4	0.84415
1536	3072	1	150	20	5.18479
1536	3072	1	412	86	2.47484
1536	3072	1	338	144	2.85354
1536	3072	1	216	222	0.86217
1536	3072	1	250	324	1.10715
