1024	2048	1	216	186	2.12374
1024	2048	1	52	148	5.26173
1024	2048	1	212	380	0.21051
1024	2048	1	98	290	4.90489
1024	2560	1	302	54	0.81119
1024	2048	1	464	226	3.84709
1024	2048	1	222	56	0.92394
1536	2048	1	498	76	0.00000
1536	2048	1	424	48	0.55795
1536	2048	1	184	24	2.16542
1536	2048	1	278	94	5.47862
1536	2048	1	220	158	2.95803
1024	2048	1	492	142	1.26900
1536	2048	1	98	212	5.90874
1536	2048	1	270	244	1.20746
1536	2048	1	432	350	2.25947
1536	2048	1	314	408	0.50662
1536	2048	1	230	388	0.57158
1536	2048	1	118	334	5.63866
1024	2048	1	504	314	4.12631
1536	2048	1	30	510	5.96663
1024	2560	1	450	104	5.17425
1024	2560	1	48	156	5.41473
1024	2560	1	292	190	4.11989
1536	2048	1	198	492	2.14771
1536	2048	1	22	52	2.75988
1536	2560	1	434	24	5.85130
1024	2048	1	498	392	0.76565
1536	2048	1	100	460	6.03445
1536	2560	1	512	18	0.03732
1536	2560	1	312	50	1.33976
1536	2560	1	174	128	4.63301
1536	2560	1	434	146	5.29403
1024	2560	1	140	226	3.99625
1024	2560	1	330	288	4.17853
1024	2560	1	426	434	0.57482
1536	2560	1	56	232	2.80342
1536	2560	1	342	448	5.07489
1536	2560	1	414	270	5.38754
1536	2560	1	312	262	5.53572
1536	2560	1	138	234	0.00000
1536	2560	1	246	282	2.23123
1024	2560	1	508	344	5.86425
1024	2560	1	154	366	1.13977
1024	2560	1	210	282	1.36895
1024	2560	1	376	358	1.25887
1536	2560	1	332	142	5.55445
1536	2560	1	248	358	1.71376
1024	2560	1	228	430	1.74399
1024	2560	1	38	444	2.87488
1024	2560	1	12	266	1.31140
1024	2560	1	158	504	1.38894
1536	2560	1	32	488	1.21866
1536	2560	1	504	476	0.00000
1536	2560	1	348	512	4.90123
1024	3072	1	98	82	2.84223
1024	3072	1	216	50	4.01009
1024	3072	1	306	126	5.13121
1024	3072	1	104	238	5.86833
1024	3072	1	168	192	0.00000
1024	3072	1	268	234	4.02994
1024	3072	1	340	256	0.00000
1024	3072	1	454	186	5.17946
1024	3072	1	500	76	3.51894
1536	3072	1	38	182	0.00000
1536	3072	1	112	108	0.00000
1536	3072	1	202	68	3.22744
1536	3072	1	258	146	3.70852
1536	3072	1	390	102	1.17017
1024	3072	1	280	394	6.19388
1024	3072	1	156	352	0.11512
1024	3072	1	74	448	3.37717
1024	3072	1	184	470	0.22144
1024	3584	1	292	24	1.06581
1536	3072	1	28	312	1.11764
1536	3072	1	244	256	2.41004
1536	3072	1	196	314	5.50331
1536	3072	1	184	384	4.88224
1536	3072	1	4	456	3.07878
1536	3072	1	100	484	3.65781
1536	3584	1	104	394	0.44274
1024	3584	1	204	128	1.05955
1024	3584	1	366	76	3.96835
1024	3584	1	372	176	4.11870
1536	3072	1	370	214	0.95826
1536	3072	1	348	370	2.33274
1536	3072	2	430	354	0.00000
1536	3584	1	398	120	3.11063
1536	3072	2	374	462	0.00000
1536	3584	2	482	118	0.00000
1536	3072	1	242	472	0.47044
1536	3584	1	240	84	0.93143
1536	3584	1	128	82	3.50468
1536	3584	1	64	256	1.97145
1024	3584	1	96	290	1.45435
1024	3584	1	106	472	5.67540
1024	3584	1	212	356	4.21970
1024	3584	1	354	272	0.90893
1024	3584	1	480	296	5.96428
1024	3584	1	384	408	0.52190
1536	3584	1	166	330	0.00000
1536	3584	1	282	218	0.58017
1536	3584	1	312	374	0.00000
1536	3584	1	390	358	0.00000
1536	3584	1	380	256	4.78145
1536	3584	1	188	456	0.54473
1024	3584	1	106	220	0.00000
1536	3584	1	14	382	0.70082
2048	2560	1	56	438	4.92191
2048	2560	1	426	408	5.13321
2048	2560	1	78	512	1.51128
2560	2560	1	158	332	0.00000
2048	2560	1	56	104	4.20272
2048	2560	1	298	342	4.90502
2560	2560	1	282	280	4.26945
2048	2560	1	106	246	0.00000
2560	2560	1	294	172	0.00000
2560	2560	1	186	478	6.12096
2560	2560	1	456	478	2.49470
2560	2560	1	512	370	0.00000
2560	2560	1	342	434	5.92180
2048	2560	1	26	10	2.99908
2048	2560	1	300	446	4.72655
2048	2048	1	80	474	0.00000
2048	2560	1	454	108	5.86420
2048	2048	1	204	486	4.56818
2560	2560	1	36	332	2.94509
2560	2048	1	368	190	3.41371
2560	2048	1	478	170	0.73843
2560	2048	1	454	56	0.00000
2560	2048	1	312	90	0.00000
2560	2048	1	228	74	3.34177
2560	2048	1	62	252	0.00000
2560	2048	1	72	118	5.64959
2048	2048	1	296	366	3.70458
2048	2048	1	90	312	4.74045
2560	2048	1	170	146	5.98514
2048	2560	1	208	252	4.18360
2048	2560	1	250	86	5.25955
2048	2560	1	368	256	0.00000
2560	2560	2	476	324	0.00000
2560	2560	2	304	498	0.00000
2560	2560	2	18	476	0.00000
2048	2560	2	469	467	0.00000
2048	2560	2	166	362	0.00000
2048	2560	2	186	408	0.00000
2048	2560	2	434	298	0.00000
2048	2560	2	318	210	0.00000
2048	2560	2	243	149	0.00000
2048	2560	2	190	162	0.00000
2048	2560	2	279	1	0.00000
2048	2560	2	374	102	0.00000
2048	2560	2	412	30	0.00000
2560	2560	1	32	152	0.00000
2048	2048	1	318	446	3.49003
2560	2560	1	194	138	3.01411
2560	2560	1	96	74	0.00000
2560	2048	1	22	478	3.28380
2048	2048	1	470	398	4.40247
2560	2560	1	200	6	1.91054
2560	2560	2	126	158	0.00000
2560	2560	2	308	8	0.00000
2560	2048	1	252	428	4.19947
2560	2048	1	362	480	0.00000
2560	2048	1	478	496	1.00493
2048	2048	1	400	486	1.97316
2560	2048	1	198	366	1.28234
2560	2048	1	328	318	2.47894
2560	2048	1	496	242	1.06419
2560	2048	1	498	330	0.95465
2048	2048	2	504	54	0.00000
2048	2048	1	458	164	0.25051
2048	2048	1	240	258	0.00000
2048	2048	1	162	408	3.48729
2048	2048	1	44	134	0.91462
2048	2048	1	148	160	1.80428
2048	2048	1	374	126	4.94722
2048	2048	1	338	58	4.10941
2048	2048	1	170	112	3.76684
2048	2048	1	66	0	3.64545
2048	2048	1	178	16	3.15871
2560	2560	1	512	114	0.00000
2560	2560	1	472	82	0.00000
2560	2560	1	372	142	5.94558
2048	2560	2	200	512	0.00000
3584	2048	1	156	108	0.09252
3584	2048	1	268	78	3.54183
3584	2048	1	388	90	6.19747
3584	2048	1	458	48	6.27925
3584	2048	1	512	104	0.14150
3072	2048	1	500	106	1.99713
3584	2048	1	224	0	6.25508
3072	2048	1	360	36	2.83602
3072	2048	1	410	182	5.82863
3072	2048	1	348	200	5.85428
3072	2048	1	292	248	2.58804
3072	2048	1	232	108	4.47039
3072	2048	1	196	50	4.27174
3072	2048	1	86	42	0.00000
3072	2048	2	114	120	0.00000
3072	2048	1	6	154	0.95000
3072	2048	1	0	256	1.73762
3072	2048	1	0	318	1.87127
3072	2048	1	148	356	5.02398
3072	2048	1	214	308	2.09972
3072	2048	1	300	372	0.94813
3072	2048	1	458	324	4.39064
3584	2048	1	30	262	5.38903
3584	2048	1	386	206	5.17743
3584	2048	1	364	280	2.15952
3584	2048	1	194	306	4.26447
3072	2048	2	22	62	0.00000
3584	2560	1	500	488	5.86033
3584	2560	1	412	442	5.88118
3584	2560	1	484	326	0.67311
3584	2560	1	396	276	3.17938
3584	2560	1	306	326	5.94542
3584	2560	1	512	396	5.58117
3584	2560	1	106	290	0.04758
3584	2560	1	218	378	2.13288
3584	2560	1	170	252	2.82162
3584	2560	1	92	410	1.04167
3584	2560	1	246	454	4.90125
3584	2560	1	502	60	2.70114
3584	2560	1	388	182	4.02926
