1024	2560	1	236	330	1.24781
1024	2560	1	232	284	1.69004
1024	2560	1	130	250	3.62727
1024	2048	1	14	510	0.00000
1536	2560	1	356	302	3.58638
1536	2560	1	428	512	1.07437
1536	2560	1	486	248	0.00000
1536	2560	1	274	244	5.84728
1536	2560	1	182	346	3.41414
1536	2560	1	68	272	0.75101
1536	2560	1	420	432	2.03742
1024	2560	1	42	426	1.34387
1536	2560	1	60	424	5.35344
1024	2560	1	322	288	3.48354
1024	2560	1	276	342	3.38658
1024	2560	1	282	204	4.22109
1536	2560	1	82	126	0.45115
1536	2560	1	188	198	2.99743
1536	2560	1	2	478	1.98661
1536	2560	1	260	476	0.67114
1536	2560	1	298	84	0.66277
1536	2560	1	426	120	3.47890
1536	2048	1	390	468	3.04975
1024	2560	1	406	450	3.62890
1024	2560	1	246	430	3.39783
1024	2560	1	56	482	1.27536
1024	2560	1	142	382	2.21680
1024	2560	1	352	98	4.03187
1536	2048	1	144	444	4.40872
1024	2560	1	244	38	0.96585
1024	2048	1	480	416	5.40183
1024	2048	1	250	366	0.33552
1536	2048	1	156	224	1.98320
1536	2048	1	512	244	5.88347
1536	2048	1	386	300	3.67381
1536	2048	1	500	370	3.85236
1536	2048	1	384	22	4.07474
1536	2048	1	454	118	5.20157
1536	2048	1	248	34	5.83120
1536	2048	1	162	30	5.82498
1536	2048	1	236	134	5.89258
1536	2048	1	64	90	5.88808
1024	2560	1	480	60	4.31760
1536	2048	1	324	168	0.19739
1024	2048	1	486	220	2.77927
1024	2048	1	200	62	0.41013
1024	2048	1	80	152	4.97299
1024	2048	1	72	372	3.33363
1536	2048	1	12	0	0.61466
1536	2048	1	498	72	2.55812
1024	2560	1	352	350	3.50504
1024	2560	2	82	196	0.00000
1536	2560	2	472	412	0.00000
1024	3072	1	116	54	0.74721
1024	3072	1	164	170	5.34581
1024	3072	1	260	86	3.32893
1024	3072	1	378	72	5.10084
1024	3072	1	498	126	2.89125
1536	3072	1	74	88	5.63968
1536	3072	1	250	108	3.28637
1536	3072	1	320	120	3.18614
1536	3072	1	446	106	0.86941
1536	3072	1	430	224	0.81793
1024	3072	1	346	286	0.30575
1024	3072	1	276	274	6.17939
1024	3072	1	422	186	0.13821
1536	3072	1	158	220	6.06364
1536	3072	1	64	220	2.93115
1536	3072	1	106	378	3.12507
1024	3072	1	260	502	0.13005
1024	3584	1	114	34	0.18539
1024	3072	1	158	304	0.90072
1024	3072	1	72	260	1.38667
1536	3072	1	194	440	5.54723
1536	3072	1	284	390	4.23541
1536	3072	1	6	374	3.84635
1024	3072	1	186	406	2.96354
1024	3072	1	64	468	4.02554
1536	3072	1	288	496	3.53038
1536	3072	1	400	492	5.31793
1536	3072	1	414	424	1.84192
1536	3584	1	80	22	0.34877
1536	3072	1	24	472	0.47146
1024	3584	1	406	56	1.31464
1024	3584	1	82	172	1.31347
1024	3584	1	462	206	5.93508
1536	3584	1	290	198	2.85049
1536	3584	1	242	268	3.13139
1536	3584	1	126	118	4.32413
1536	3584	1	398	220	4.06227
1536	3584	1	452	268	4.30442
1024	3584	1	416	302	0.00000
1024	3584	1	180	284	2.92929
1536	3584	1	128	306	0.05550
1536	3584	1	198	406	0.00000
1536	3584	1	326	328	3.82111
1536	3584	1	454	420	0.00000
1024	3584	1	118	400	0.24498
1024	3584	1	464	474	0.66968
1024	3584	1	280	366	6.04565
1536	3584	1	174	10	2.89661
1024	3584	1	392	432	0.93911
1536	3072	1	312	278	2.29630
1024	3072	2	416	368	0.00000
1536	3584	2	132	180	0.00000
1024	3584	1	502	138	5.58093
1024	3072	1	334	442	2.93512
1024	3072	2	108	370	0.00000
1024	3072	2	30	368	0.00000
1024	3584	2	308	90	0.00000
1024	3584	2	172	28	0.00000
1536	3584	2	372	64	0.00000
1536	3584	2	396	134	0.00000
1536	3584	2	472	108	0.00000
1024	3584	1	348	200	0.00000
1024	3072	2	498	292	0.00000
1536	3072	2	200	360	0.00000
2048	2048	1	122	106	2.80030
2048	2048	2	215	47	0.00000
2048	2048	1	308	44	0.21067
2048	2048	2	484	52	0.00000
2560	2048	1	62	132	3.48760
2048	2048	1	460	154	6.12512
2048	2048	1	244	304	6.10089
