1024	2048	1	252	186	0.00000
1024	2048	1	138	82	2.21142
1024	2048	1	100	450	0.00000
1024	2048	1	246	368	0.29337
1024	2048	1	440	240	0.00000
1024	2048	1	504	106	0.00000
1536	2048	1	78	296	5.95998
1536	2048	1	158	268	0.00000
1024	2048	1	494	510	3.57070
1024	2560	1	250	38	1.21203
1536	2048	1	244	128	0.00000
1536	2048	1	314	120	4.84792
1536	2048	1	412	140	1.41112
1536	2048	1	406	42	1.81921
1536	2048	1	218	400	0.30451
1536	2048	1	292	274	4.38936
1536	2048	1	442	276	0.00000
1536	2048	1	446	362	4.12061
1536	2048	1	340	468	0.00000
1536	2560	1	366	74	4.10282
1536	2560	1	492	36	1.52749
1536	2560	1	190	88	0.00000
1536	2560	1	70	216	6.05916
1024	2560	1	392	186	1.88179
1024	2560	1	262	210	0.00000
1024	2560	1	114	134	4.55579
1024	2560	1	460	70	5.07956
1536	2560	1	162	202	5.47177
1536	2560	1	356	170	1.28029
1536	2560	1	498	194	1.26791
1536	2560	1	508	286	1.50637
1536	2560	1	474	362	5.44618
1536	2048	1	164	378	0.00000
1536	2560	1	116	344	4.63684
1024	2560	1	508	292	0.00000
1024	2560	1	414	344	0.00000
1024	2560	1	188	378	0.80742
1024	2560	1	44	298	0.94200
1024	2560	1	400	466	1.14042
1536	2560	1	68	430	4.95662
1536	2560	1	336	310	0.00000
1536	2560	1	264	262	0.00000
1536	2560	1	400	308	0.00000
1536	2560	1	372	436	4.72173
1536	2560	1	500	484	0.00000
1024	3072	2	50	42	0.00000
1024	3072	1	122	134	0.28095
1024	3072	1	204	66	0.36045
1024	3072	1	268	58	3.32333
1024	3072	2	476	30	0.00000
1024	3072	2	378	82	0.00000
1024	3072	1	318	112	3.38153
1024	3072	1	16	230	0.85799
1536	3072	1	316	34	0.00000
1536	3072	1	136	16	1.11602
1536	3072	1	8	66	3.88981
1024	3072	1	184	226	0.79792
1024	3072	1	92	416	0.17768
1024	3072	1	258	332	0.30521
1024	3072	2	346	340	0.00000
